Desc	Orthogroup	Achatina_immaculata	Biomphalaria_glabrata	Biomphalaria_straminea	Chrysomallon_squamiferum	Crassostrea_gigas	Cyclina_sinensis	Haliotis_rubra	Magallana_hongkongensis	Marisa_cornuarietis	Octopus_sinensis	Pinctada_fucata_martensii	Pomacea_canaliculata	Scapharca_Anadara_broughtonii
(null)	OG0003762	2	1	4	1	1	1	1	1	1	1	1	1	1
(null)	OG0003763	2	1	2	1	1	2	1	2	1	1	1	1	1
(null)	OG0003764	2	1	1	1	2	0	1	2	1	1	3	1	1
(null)	OG0003765	1	0	5	1	1	1	1	2	1	1	1	1	1
(null)	OG0003766	1	1	1	1	1	4	1	2	1	1	1	1	1
(null)	OG0003767	1	1	3	1	1	2	2	1	1	1	1	1	1
(null)	OG0003768	1	1	1	1	1	2	2	1	1	4	0	1	1
(null)	OG0003769	1	1	2	1	1	1	3	1	1	2	1	1	1
(null)	OG0003770	1	1	3	3	0	1	1	0	3	1	1	1	1
(null)	OG0003771	1	1	4	1	1	1	2	1	1	1	1	1	1
(null)	OG0003772	1	1	3	0	1	3	5	1	1	0	0	1	0
(null)	OG0003773	1	2	1	1	1	1	1	3	1	1	2	1	1
(null)	OG0003774	1	2	3	2	1	2	0	1	1	0	2	1	1
(null)	OG0003775	1	1	1	2	2	1	2	1	1	1	2	1	1
(null)	OG0003776	1	1	1	1	1	3	2	1	1	1	2	1	1
(null)	OG0003777	1	2	4	1	1	1	1	1	1	1	1	1	1
(null)	OG0003778	1	1	5	0	1	2	1	1	1	1	1	1	1
(null)	OG0003779	1	1	2	1	1	2	1	1	1	1	3	1	1
(null)	OG0003780	1	1	5	1	1	2	1	1	1	0	1	1	1
(null)	OG0003781	1	1	2	1	1	3	1	2	1	1	1	1	1
(null)	OG0003782	1	1	1	1	1	1	2	3	1	1	1	1	2
(null)	OG0003783	1	2	2	1	2	1	1	1	1	1	2	1	1
(null)	OG0003784	2	1	2	1	1	1	1	3	1	1	1	1	1
(null)	OG0003785	2	1	1	2	1	1	2	1	2	1	1	1	1
(null)	OG0003786	1	1	2	2	1	1	1	2	1	2	1	1	1
(null)	OG0003787	2	1	2	1	1	1	3	1	1	1	1	1	1
(null)	OG0003788	2	1	3	1	0	0	1	1	2	2	0	2	2
(null)	OG0003789	2	3	2	1	1	1	1	2	2	1	0	1	0
(null)	OG0003790	2	1	1	1	1	2	1	3	1	1	1	1	1
(null)	OG0003791	2	3	3	2	0	0	1	0	3	0	0	3	0
(null)	OG0003792	1	1	2	1	1	2	2	1	1	2	1	1	1
(null)	OG0003793	1	1	1	1	1	2	1	1	1	1	3	1	2
(null)	OG0003794	2	1	4	2	0	0	2	0	2	2	0	2	0
(null)	OG0003795	2	1	1	1	1	2	1	2	1	1	1	2	1
(null)	OG0003796	1	2	3	1	1	1	1	1	1	2	1	1	1
(null)	OG0003797	2	1	2	1	1	2	1	1	1	1	1	1	2
(null)	OG0003798	1	1	2	1	1	1	3	3	1	1	0	1	1
(null)	OG0003799	1	1	1	1	1	1	1	2	1	1	4	1	1
(null)	OG0003800	2	1	2	1	1	1	1	1	1	1	1	1	3
(null)	OG0003801	1	1	1	1	1	3	3	1	1	1	1	1	1
(null)	OG0003802	1	1	2	1	1	1	1	2	1	2	2	1	1
(null)	OG0003803	2	1	1	1	1	1	1	1	2	1	2	2	1
(null)	OG0003804	2	1	1	1	1	1	3	1	1	1	1	1	2
(null)	OG0003805	2	2	2	1	2	1	1	1	2	1	0	1	1
(null)	OG0003806	4	1	2	1	1	1	1	1	1	1	1	1	1
(null)	OG0003807	2	1	2	1	1	1	1	1	1	1	3	1	1
(null)	OG0003808	2	2	2	1	1	2	1	1	1	0	1	1	2
(null)	OG0003809	1	1	4	1	1	1	1	2	0	2	1	1	1
(null)	OG0003810	2	1	1	1	1	1	3	1	1	2	1	1	1
(null)	OG0003811	1	1	1	1	1	0	1	1	1	6	1	1	1
(null)	OG0003812	1	1	1	1	1	1	2	3	1	1	2	1	1
(null)	OG0003813	2	1	2	1	1	1	1	1	1	2	1	1	2
(null)	OG0003814	1	1	3	1	1	2	1	1	1	1	2	1	1
(null)	OG0003815	1	1	3	1	1	2	1	1	1	1	2	1	1
(null)	OG0003816	1	2	2	2	1	2	1	1	1	1	1	1	1
(null)	OG0003817	1	2	4	1	1	1	1	1	1	1	1	1	1
(null)	OG0003818	1	1	1	2	1	1	2	2	1	1	2	1	1
(null)	OG0003819	2	1	3	0	1	2	1	1	1	1	2	1	1
(null)	OG0003820	1	1	1	1	1	2	1	2	1	2	1	1	2
(null)	OG0003821	1	1	1	1	1	0	2	2	2	1	2	1	2
(null)	OG0003822	1	1	1	1	1	2	3	2	1	1	1	1	1
(null)	OG0003823	1	1	3	1	1	2	2	0	1	1	2	1	1
(null)	OG0003824	1	2	3	1	1	1	1	1	1	1	1	1	2
(null)	OG0003825	1	1	1	3	2	1	2	1	1	1	1	1	1
(null)	OG0003826	1	1	1	2	1	1	2	1	2	1	1	2	1
(null)	OG0003827	1	2	2	1	1	1	1	5	0	1	1	0	1
(null)	OG0003828	1	1	1	1	1	1	2	1	2	3	1	1	1
(null)	OG0003829	1	2	2	2	1	1	1	1	1	1	2	1	1
(null)	OG0003830	1	1	1	1	1	4	2	1	1	1	1	1	1
(null)	OG0003831	1	1	1	1	1	1	1	4	1	1	2	1	1
(null)	OG0003832	1	1	3	1	1	1	1	3	1	1	1	1	1
(null)	OG0003833	1	1	1	1	1	2	1	3	1	1	2	1	1
(null)	OG0003834	1	1	2	1	1	0	1	2	1	0	3	1	3
(null)	OG0003835	1	1	1	1	1	1	3	1	1	3	1	1	1
(null)	OG0003836	1	2	2	1	1	1	2	1	1	1	2	1	1
(null)	OG0003837	1	1	1	1	1	1	2	1	2	2	2	1	1
(null)	OG0003838	1	1	1	1	1	1	1	4	1	1	2	1	1
(null)	OG0003839	1	2	1	2	1	1	2	2	1	1	1	1	1
(null)	OG0003840	2	1	2	1	1	1	1	1	1	2	2	1	1
(null)	OG0003841	1	2	3	1	1	1	1	2	2	1	0	1	1
(null)	OG0003842	2	2	1	1	1	2	1	1	1	1	1	2	1
(null)	OG0003843	2	1	0	1	2	1	1	2	1	3	1	1	1
(null)	OG0003844	1	1	1	0	1	2	2	3	1	1	2	1	1
(null)	OG0003845	1	0	1	2	1	1	1	1	1	2	1	1	4
(null)	OG0003846	3	1	3	0	2	1	1	1	1	1	1	1	1
(null)	OG0003847	1	1	2	1	1	2	1	1	1	1	3	1	1
(null)	OG0003848	1	1	1	1	0	1	2	1	2	1	2	1	3
(null)	OG0003849	2	1	1	1	3	1	1	2	1	1	1	1	1
(null)	OG0003850	1	1	3	1	1	2	2	1	1	1	1	1	1
(null)	OG0003851	1	1	4	0	1	1	1	2	1	1	1	1	2
(null)	OG0003852	1	1	1	1	1	1	1	1	1	1	1	1	5
(null)	OG0003853	1	1	1	2	2	1	1	2	1	1	2	1	1
(null)	OG0003854	1	1	4	0	1	1	1	4	1	1	0	1	1
(null)	OG0003855	1	1	1	1	1	1	1	1	2	3	1	2	1
(null)	OG0003856	1	1	1	2	1	2	3	1	1	1	1	1	1
(null)	OG0003857	1	2	1	2	1	1	3	1	2	1	0	1	1
(null)	OG0003858	1	2	1	2	1	1	2	1	1	1	1	1	2
(null)	OG0003859	1	2	1	1	1	2	1	1	1	1	3	1	1
(null)	OG0003860	1	1	1	2	1	1	2	2	1	1	2	1	1
(null)	OG0003861	1	1	2	1	1	2	2	1	1	2	1	1	1
(null)	OG0003862	1	0	1	0	2	2	1	2	1	1	1	1	4
(null)	OG0003863	1	2	1	1	1	1	3	1	1	1	1	1	2
(null)	OG0003864	1	2	1	4	1	2	1	1	1	1	0	1	1
(null)	OG0003865	1	1	5	1	1	1	1	1	1	1	1	1	1
(null)	OG0003866	2	2	1	1	2	2	1	1	1	1	1	1	1
(null)	OG0003867	1	3	1	1	1	0	3	1	1	1	1	1	2
(null)	OG0003868	1	1	1	1	1	1	1	3	1	1	2	2	1
(null)	OG0003869	1	1	4	1	1	1	1	1	1	1	2	1	1
(null)	OG0003870	1	1	3	1	1	1	1	1	2	1	1	1	2
(null)	OG0003871	1	2	2	2	1	1	1	1	1	1	1	2	1
(null)	OG0003872	1	2	1	1	3	0	4	1	1	1	0	1	1
(null)	OG0003873	1	1	3	1	2	2	1	2	1	0	1	1	1
(null)	OG0003874	1	1	1	1	1	1	4	2	1	1	1	1	1
(null)	OG0003875	1	1	1	1	2	1	1	2	1	1	3	1	1
(null)	OG0003876	1	3	1	1	1	0	1	1	1	1	4	1	1
(null)	OG0003877	1	1	2	1	1	1	1	3	1	1	1	1	2
(null)	OG0003878	2	2	1	1	1	1	1	1	1	1	3	1	1
(null)	OG0003879	1	1	2	0	1	1	2	4	1	1	1	1	1
(null)	OG0003880	1	2	2	1	2	1	1	1	1	1	1	2	1
(null)	OG0003881	1	2	2	1	1	1	2	1	2	0	1	2	1
(null)	OG0003882	2	1	3	1	2	1	1	0	2	1	1	1	1
(null)	OG0003883	2	1	3	0	2	1	2	1	1	1	1	1	1
(null)	OG0003884	2	3	1	1	1	1	2	1	1	2	1	1	0
(null)	OG0003885	2	1	1	1	1	1	2	1	2	1	1	2	1
(null)	OG0003886	1	2	1	1	3	1	1	2	1	1	1	1	1
(null)	OG0003887	2	1	2	1	1	2	2	1	1	1	1	1	1
(null)	OG0003888	1	1	1	1	2	1	1	4	1	1	1	1	1
(null)	OG0003889	1	1	1	0	1	3	3	1	1	1	2	1	1
(null)	OG0003890	1	1	1	1	1	2	2	2	2	1	1	1	1
(null)	OG0003891	1	1	1	1	1	1	1	1	2	1	2	3	1
(null)	OG0003892	1	1	1	1	1	1	1	3	1	1	2	1	2
(null)	OG0003893	0	12	2	0	0	0	0	0	0	3	0	0	0
(null)	OG0003894	0	6	11	0	0	0	0	0	0	0	0	0	0
(null)	OG0003895	0	1	1	1	2	2	1	2	0	1	2	0	4
(null)	OG0003896	0	1	2	2	1	1	4	1	1	0	2	1	1
(null)	OG0003897	0	9	8	0	0	0	0	0	0	0	0	0	0
(null)	OG0003898	0	2	1	1	1	1	2	1	2	2	1	1	2
(null)	OG0003899	0	2	3	1	1	1	1	1	1	1	1	1	3
(null)	OG0003900	0	4	12	0	0	0	0	0	0	0	1	0	0
(null)	OG0003901	0	1	1	1	3	0	2	3	2	1	0	2	1
(null)	OG0003902	0	5	2	1	1	1	1	1	1	1	1	1	1
(null)	OG0003903	0	7	10	0	0	0	0	0	0	0	0	0	0
(null)	OG0003904	0	2	1	1	2	1	1	1	1	2	1	1	3
(null)	OG0003905	0	7	10	0	0	0	0	0	0	0	0	0	0
(null)	OG0003906	0	2	2	1	1	1	3	3	1	1	0	1	1
(null)	OG0003907	0	2	2	1	2	3	1	2	1	1	0	1	1
(null)	OG0003908	0	3	3	1	1	0	2	0	2	0	1	2	2
(null)	OG0003909	0	5	12	0	0	0	0	0	0	0	0	0	0
(null)	OG0003910	0	3	2	1	1	1	1	1	1	1	2	1	2
(null)	OG0003911	0	5	12	0	0	0	0	0	0	0	0	0	0
(null)	OG0003912	0	4	1	2	1	1	1	1	1	1	1	2	1
(null)	OG0003913	0	6	11	0	0	0	0	0	0	0	0	0	0
(null)	OG0003914	0	1	1	2	2	1	1	2	1	0	4	1	1
(null)	OG0003915	0	1	1	1	1	1	3	1	3	1	1	2	1
(null)	OG0003916	0	2	2	1	4	0	1	2	1	1	1	1	1
(null)	OG0003917	0	1	1	1	2	3	1	2	1	0	2	1	2
(null)	OG0003918	0	2	2	0	2	2	1	1	1	2	2	0	2
(null)	OG0003919	0	1	1	6	1	1	1	1	1	1	0	1	2
(null)	OG0003920	0	1	4	1	1	2	2	0	1	0	1	2	2
(null)	OG0003921	0	1	3	1	1	2	1	1	1	1	3	1	1
(null)	OG0003922	0	1	3	1	1	1	2	2	1	1	2	1	1
(null)	OG0003923	0	2	2	2	2	1	2	1	1	1	1	1	1
(null)	OG0003924	0	4	2	1	1	1	1	2	1	1	1	1	1
(null)	OG0003925	0	2	2	1	1	1	1	2	2	0	1	1	3
(null)	OG0003926	0	2	2	1	1	2	1	1	3	1	1	1	1
(null)	OG0003927	0	1	2	0	1	6	1	1	1	0	2	1	1
(null)	OG0003928	0	1	3	1	1	1	3	1	1	0	3	1	1
(null)	OG0003929	0	2	3	0	2	2	1	3	1	1	1	0	1
(null)	OG0003930	0	2	3	1	1	1	1	1	1	2	2	1	1
(null)	OG0003931	0	1	4	1	1	2	1	1	1	1	2	1	1
(null)	OG0003932	0	2	3	1	1	1	1	1	1	1	3	1	1
(null)	OG0003933	0	2	3	0	1	2	2	1	1	1	1	2	1
(null)	OG0003934	0	2	1	1	1	1	2	1	1	1	3	1	2
(null)	OG0003935	0	1	2	1	1	2	2	2	1	1	1	2	1
(null)	OG0003936	0	1	4	1	1	1	1	3	1	1	1	1	1
(null)	OG0003937	0	1	1	1	2	2	2	2	2	0	1	1	2
(null)	OG0003938	0	1	2	0	5	2	0	5	0	0	1	0	1
(null)	OG0003940	0	0	2	1	0	1	5	0	1	3	0	3	1
(null)	OG0003941	0	0	1	0	1	4	0	0	1	0	8	0	2
(null)	OG0003942	0	0	1	1	2	3	1	2	1	1	2	1	2
(null)	OG0003943	0	0	0	1	3	1	6	3	0	0	2	0	1
(null)	OG0003944	0	0	0	15	0	0	2	0	0	0	0	0	0
(null)	OG0003945	0	0	0	2	0	6	1	2	1	0	3	0	2
(null)	OG0003946	0	0	0	1	2	1	6	3	1	1	0	1	1
(null)	OG0003947	0	0	0	10	0	0	7	0	0	0	0	0	0
(null)	OG0003948	0	0	0	2	0	1	3	0	0	0	8	0	3
(null)	OG0003950	0	0	0	1	1	1	4	1	2	0	4	1	2
(null)	OG0003951	0	0	0	1	1	3	7	2	0	0	3	0	0
(null)	OG0003952	0	0	0	1	1	3	2	2	2	1	1	3	1
(null)	OG0003953	0	0	0	12	1	1	1	1	0	0	0	0	1
(null)	OG0003954	0	0	0	0	6	0	0	11	0	0	0	0	0
(null)	OG0003955	0	0	0	0	2	1	1	5	0	0	5	0	3
(null)	OG0003956	0	0	0	0	11	0	0	5	0	0	1	0	0
(null)	OG0003957	0	0	0	0	7	0	1	5	0	0	4	0	0
(null)	OG0003958	0	0	0	0	2	0	0	2	0	0	2	0	11
(null)	OG0003959	0	0	0	0	7	0	0	9	0	0	1	0	0
(null)	OG0003960	0	0	0	0	3	3	0	4	0	0	4	0	3
(null)	OG0003961	0	0	0	0	2	8	2	2	1	0	1	1	0
(null)	OG0003962	0	0	0	0	1	2	2	3	0	0	8	0	1
(null)	OG0003963	0	0	0	0	14	1	0	2	0	0	0	0	0
(null)	OG0003964	0	0	0	0	4	3	1	5	1	0	0	1	2
(null)	OG0003965	0	0	0	0	3	0	0	11	0	1	2	0	0
(null)	OG0003966	0	0	0	0	3	2	1	3	0	0	7	0	1
(null)	OG0003967	0	0	0	0	3	0	0	13	0	0	1	0	0
(null)	OG0003968	0	0	0	0	3	0	0	10	0	0	3	0	1
(null)	OG0003969	0	0	0	0	5	0	0	10	0	0	0	0	2
(null)	OG0003970	0	0	0	0	13	0	1	0	0	0	1	0	2
(null)	OG0003971	0	0	0	0	1	0	0	16	0	0	0	0	0
(null)	OG0003972	0	0	0	0	11	1	1	2	0	0	0	0	2
(null)	OG0003973	0	0	0	0	8	0	0	9	0	0	0	0	0
(null)	OG0003974	0	0	0	0	4	0	0	13	0	0	0	0	0
(null)	OG0003975	0	0	0	0	2	0	0	15	0	0	0	0	0
(null)	OG0003976	0	0	0	0	5	0	1	8	0	0	3	0	0
(null)	OG0003977	0	0	0	0	1	2	2	7	0	0	4	0	1
(null)	OG0003978	0	0	0	0	1	0	0	10	0	0	3	0	3
(null)	OG0003979	0	0	0	0	1	1	0	11	0	0	0	0	4
(null)	OG0003980	0	0	0	0	1	0	0	15	0	0	0	0	1
(null)	OG0003981	0	0	0	0	3	0	0	14	0	0	0	0	0
(null)	OG0003982	0	0	0	0	2	3	0	11	0	0	1	0	0
(null)	OG0003983	0	0	0	0	1	5	0	6	0	0	4	0	1
(null)	OG0003984	0	0	0	0	0	4	0	11	0	0	2	0	0
(null)	OG0003987	0	0	0	0	0	16	0	0	0	0	1	0	0
(null)	OG0003988	0	0	0	0	0	2	0	11	0	0	4	0	0
(null)	OG0003990	0	0	0	0	0	2	3	3	3	0	3	1	2
(null)	OG0003991	0	0	0	0	0	2	2	11	0	0	1	0	1
(null)	OG0003992	0	0	0	0	0	1	13	0	1	0	0	0	2
(null)	OG0003993	0	0	0	0	0	1	0	0	1	0	0	15	0
(null)	OG0003996	0	0	0	0	0	0	16	0	0	0	1	0	0
(null)	OG0003998	0	0	0	0	0	0	0	11	0	0	5	0	1
(null)	OG0004001	0	0	0	0	0	0	0	0	15	0	0	2	0
(null)	OG0004002	0	0	0	0	0	0	0	0	8	0	0	9	0
(null)	OG0004003	0	0	0	0	0	0	0	0	16	0	0	1	0
(null)	OG0004004	0	0	0	0	0	0	0	0	6	0	0	11	0
(null)	OG0004005	0	0	0	0	0	0	0	0	3	0	0	14	0
(null)	OG0004009	0	0	0	0	0	0	0	0	0	0	1	0	16
(null)	OG0004010	1	1	1	1	1	1	1	1	1	2	3	1	1
(null)	OG0004011	1	1	1	1	1	1	1	1	1	1	3	1	2
(null)	OG0004012	3	1	2	1	1	1	1	1	1	1	1	1	1
(null)	OG0004013	2	1	1	1	1	1	1	1	1	1	3	1	1
(null)	OG0004014	2	1	2	1	1	2	1	1	1	1	1	1	1
(null)	OG0004015	1	1	1	1	1	1	1	1	1	2	2	1	2
(null)	OG0004016	2	2	1	1	1	1	2	1	1	1	1	1	1
(null)	OG0004017	1	2	4	1	1	1	1	1	1	0	1	1	1
(null)	OG0004018	2	1	4	0	1	1	1	1	1	1	1	1	1
(null)	OG0004019	2	1	1	1	2	2	1	1	1	1	1	1	1
(null)	OG0004020	1	1	1	1	1	1	1	1	1	1	3	2	1
(null)	OG0004021	3	1	1	2	1	1	1	1	1	1	1	1	1
(null)	OG0004022	1	1	1	1	1	2	1	1	1	1	3	1	1
(null)	OG0004023	1	1	2	1	1	1	1	1	1	1	1	3	1
(null)	OG0004024	1	1	1	2	1	1	3	1	1	1	1	1	1
(null)	OG0004025	1	1	3	0	1	1	1	2	1	1	1	1	2
(null)	OG0004026	2	2	2	0	0	1	2	2	1	0	3	1	0
(null)	OG0004027	2	1	1	1	2	2	1	1	1	1	1	1	1
(null)	OG0004028	2	1	1	2	1	1	2	1	2	0	0	2	1
(null)	OG0004029	2	0	1	1	2	2	1	2	1	0	1	1	2
(null)	OG0004030	2	1	1	1	1	1	1	1	2	2	1	1	1
(null)	OG0004031	1	1	1	1	1	1	1	2	1	1	3	1	1
(null)	OG0004032	4	1	1	1	1	0	1	1	1	1	1	1	2
(null)	OG0004033	2	1	1	1	2	2	2	1	1	1	1	1	0
(null)	OG0004034	2	2	4	1	1	0	1	1	1	0	2	1	0
(null)	OG0004035	1	2	2	1	1	2	1	1	1	1	1	1	1
(null)	OG0004036	1	1	2	1	1	1	1	2	1	1	2	1	1
(null)	OG0004037	1	2	1	1	1	1	1	3	1	1	1	1	1
(null)	OG0004038	1	1	1	1	1	1	1	4	1	1	1	1	1
(null)	OG0004039	1	1	3	1	1	2	1	1	1	1	2	1	0
(null)	OG0004040	1	1	1	1	1	1	3	2	1	1	1	1	1
(null)	OG0004041	1	1	2	2	1	2	1	1	1	1	1	1	1
(null)	OG0004042	1	1	1	1	1	2	1	1	2	1	1	1	2
(null)	OG0004043	1	1	1	1	1	1	2	1	1	2	2	1	1
(null)	OG0004044	1	1	1	1	1	2	1	1	1	2	2	1	1
(null)	OG0004045	2	1	2	1	1	1	1	1	1	1	2	1	1
(null)	OG0004046	1	1	3	1	1	1	1	2	1	1	1	1	1
(null)	OG0004047	2	0	0	0	1	4	1	2	1	0	2	1	2
(null)	OG0004048	1	1	1	1	1	2	1	1	1	3	1	1	1
(null)	OG0004049	3	1	1	1	1	2	2	1	1	1	1	1	0
(null)	OG0004050	2	1	2	1	1	1	1	1	1	2	1	1	1
(null)	OG0004051	2	1	1	2	1	1	1	0	1	2	2	1	1
(null)	OG0004052	1	1	1	2	1	1	3	1	1	1	1	1	1
(null)	OG0004053	2	1	1	1	1	1	2	1	1	1	1	2	1
(null)	OG0004054	1	1	1	1	1	1	1	2	1	2	1	1	2
(null)	OG0004055	2	1	2	1	1	1	1	1	1	1	1	1	2
(null)	OG0004056	1	1	1	1	1	1	2	1	1	1	3	1	1
(null)	OG0004057	2	1	3	0	1	0	1	1	1	1	3	1	1
(null)	OG0004058	1	1	1	1	3	1	1	2	1	1	1	1	1
(null)	OG0004059	1	1	1	1	1	1	1	1	1	1	4	1	1
(null)	OG0004060	2	1	1	1	2	2	1	1	1	1	1	1	1
(null)	OG0004061	2	1	1	2	1	1	2	2	1	1	0	1	1
(null)	OG0004062	2	1	1	1	1	2	2	1	1	1	1	1	1
(null)	OG0004063	2	1	2	1	2	1	1	1	1	0	2	1	1
(null)	OG0004064	1	1	0	1	1	1	2	1	1	2	0	1	4
(null)	OG0004065	1	1	1	1	2	2	1	3	1	0	1	1	1
(null)	OG0004066	2	3	1	0	1	1	1	1	1	1	2	1	1
(null)	OG0004067	2	1	1	1	1	1	1	1	1	1	2	1	2
(null)	OG0004068	2	1	2	1	1	1	2	1	1	1	1	1	1
(null)	OG0004069	1	1	1	1	1	2	1	2	1	1	1	2	1
(null)	OG0004070	2	1	2	1	1	1	1	1	1	2	1	1	1
(null)	OG0004071	1	2	1	1	1	2	2	1	1	1	1	1	1
(null)	OG0004072	2	1	2	1	1	1	1	2	1	1	1	1	1
(null)	OG0004073	1	1	1	1	0	2	5	1	0	1	1	1	1
(null)	OG0004074	2	1	1	1	1	1	1	2	2	1	1	2	0
(null)	OG0004075	2	2	1	1	1	1	1	2	1	1	1	1	1
(null)	OG0004076	1	1	1	3	1	1	1	1	1	1	1	1	2
(null)	OG0004077	3	1	1	1	1	1	1	1	1	1	2	1	1
(null)	OG0004078	1	1	1	1	1	1	2	1	1	0	4	1	1
(null)	OG0004079	1	1	3	1	1	1	1	2	1	1	1	1	1
(null)	OG0004080	1	1	2	1	2	1	1	1	1	1	2	1	1
(null)	OG0004081	3	2	2	0	1	2	2	1	1	0	1	1	0
(null)	OG0004082	1	1	2	1	1	1	2	1	1	2	1	1	1
(null)	OG0004083	2	1	1	1	1	1	1	1	1	2	1	1	2
(null)	OG0004084	2	2	1	1	1	1	2	1	1	1	2	1	0
(null)	OG0004085	2	1	1	1	1	1	1	1	1	1	2	1	2
(null)	OG0004086	2	2	2	1	1	1	1	1	2	1	0	2	0
(null)	OG0004087	1	1	1	1	1	1	1	1	1	2	3	1	1
(null)	OG0004088	1	1	2	1	1	1	2	1	1	0	3	1	1
(null)	OG0004089	2	1	1	1	1	1	3	1	1	1	2	1	0
(null)	OG0004090	1	3	3	3	0	0	3	0	1	0	0	2	0
(null)	OG0004091	2	0	1	0	1	2	1	2	1	1	2	1	2
(null)	OG0004092	1	1	2	1	1	1	1	1	1	1	3	1	1
(null)	OG0004093	3	1	2	1	2	1	1	2	1	1	0	1	0
(null)	OG0004094	2	1	1	1	1	1	3	1	1	1	1	1	1
(null)	OG0004095	2	1	1	1	1	1	1	1	1	3	1	1	1
(null)	OG0004096	1	1	2	1	1	1	2	1	1	1	2	1	1
(null)	OG0004097	1	1	3	1	1	1	2	1	1	1	1	1	1
(null)	OG0004098	1	2	3	1	1	1	1	1	1	1	1	1	1
(null)	OG0004099	3	1	1	2	1	1	1	1	1	1	1	1	1
(null)	OG0004100	2	1	1	1	1	1	1	1	1	2	1	1	2
(null)	OG0004101	1	1	4	1	1	1	2	1	1	1	1	1	0
(null)	OG0004102	2	1	1	1	1	1	2	1	1	2	2	1	0
(null)	OG0004103	2	1	4	0	1	1	1	1	1	1	1	1	1
(null)	OG0004104	1	3	4	1	1	1	1	1	1	0	0	1	1
(null)	OG0004105	1	1	4	1	1	1	2	1	0	1	2	1	0
(null)	OG0004106	1	1	2	1	2	1	1	2	0	2	2	1	0
(null)	OG0004107	2	2	1	0	1	1	2	3	0	1	2	0	1
(null)	OG0004108	3	1	2	0	1	1	1	1	1	1	1	1	2
(null)	OG0004109	9	1	1	0	1	0	0	0	0	4	0	0	0
(null)	OG0004110	1	2	1	2	1	1	2	1	1	1	0	1	2
(null)	OG0004111	2	2	1	1	1	1	2	1	1	1	1	1	1
(null)	OG0004112	2	2	1	1	1	1	1	1	1	2	1	1	1
(null)	OG0004113	2	2	2	1	1	2	1	1	1	0	1	1	1
(null)	OG0004114	1	1	1	1	1	2	1	1	1	1	3	1	1
(null)	OG0004115	1	1	2	2	1	1	2	1	1	1	1	1	1
(null)	OG0004116	1	2	1	1	1	1	2	1	1	1	2	1	1
(null)	OG0004117	2	1	1	1	1	2	1	1	1	1	2	1	1
(null)	OG0004118	1	1	2	1	1	1	3	1	1	0	2	1	1
(null)	OG0004119	2	1	2	1	1	1	2	1	1	2	1	1	0
(null)	OG0004120	1	2	2	1	1	1	1	1	1	0	1	1	3
(null)	OG0004121	1	2	1	2	1	1	1	2	1	1	1	1	1
(null)	OG0004122	2	2	1	1	1	1	2	1	1	1	1	1	1
(null)	OG0004123	2	1	2	1	1	1	1	1	1	1	2	1	1
(null)	OG0004124	3	1	1	1	1	1	1	2	1	1	1	1	1
(null)	OG0004125	3	1	1	1	2	1	1	2	1	1	1	1	0
(null)	OG0004126	3	1	1	1	1	2	1	1	1	1	1	1	1
(null)	OG0004127	2	1	1	1	1	1	1	1	1	1	1	1	3
(null)	OG0004128	1	1	2	1	0	3	1	2	1	1	1	1	1
(null)	OG0004129	3	1	1	1	2	1	1	1	1	1	1	1	1
(null)	OG0004130	2	1	2	1	1	1	2	1	1	1	1	1	1
(null)	OG0004131	1	2	1	1	1	1	1	2	1	2	1	1	1
(null)	OG0004132	1	1	1	1	2	1	0	1	2	2	0	2	2
(null)	OG0004133	2	1	1	1	0	1	1	2	1	1	2	1	2
(null)	OG0004134	1	2	2	1	1	1	1	1	1	1	2	1	1
(null)	OG0004135	1	1	1	1	2	1	2	2	1	2	0	1	1
(null)	OG0004136	1	2	1	1	1	1	1	3	1	1	1	1	1
(null)	OG0004137	2	1	2	1	2	1	1	1	1	1	1	1	1
(null)	OG0004138	3	1	1	1	1	1	1	1	1	1	2	1	1
(null)	OG0004139	1	1	4	1	1	2	1	1	1	1	0	1	1
(null)	OG0004140	1	2	1	1	1	3	1	1	1	1	1	1	1
(null)	OG0004141	1	1	1	1	1	2	1	1	1	1	3	1	1
(null)	OG0004142	1	2	2	1	1	1	3	1	1	1	0	1	1
(null)	OG0004143	2	3	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0004144	1	1	3	0	1	2	3	1	1	0	1	1	1
(null)	OG0004145	1	1	4	1	1	1	1	1	1	1	1	1	1
(null)	OG0004146	1	2	2	1	1	1	1	1	1	1	2	1	1
(null)	OG0004147	1	1	2	1	1	1	2	1	1	2	1	1	1
(null)	OG0004148	2	2	2	0	1	1	1	1	1	1	2	1	1
(null)	OG0004149	2	1	1	1	1	1	1	2	1	2	1	1	1
(null)	OG0004150	2	1	1	2	1	1	1	1	1	1	1	1	2
(null)	OG0004151	1	1	1	1	2	2	1	1	1	1	2	1	1
(null)	OG0004152	2	2	2	1	1	1	1	1	1	1	1	1	1
(null)	OG0004153	2	2	1	1	1	1	1	3	1	1	1	1	0
(null)	OG0004154	2	1	2	1	1	1	1	1	1	1	1	1	2
(null)	OG0004155	3	1	1	1	1	1	1	1	1	1	2	1	1
(null)	OG0004156	1	3	1	1	1	1	1	1	1	1	2	1	1
(null)	OG0004157	2	1	2	1	1	1	1	1	1	1	2	1	1
(null)	OG0004158	1	1	1	1	1	1	1	4	1	1	1	1	1
